streetAddress,lat,lon,Средний доход,Средняя стоимость ЖКУ,age_до 24 лет,age_25_34 лет,age_35_44 лет,age_45_54 лет,age_55_64 лет,age_от 65 лет,мужчины,женщины,С детьми,С животными,С автомобилем,link
"Коломенская улица, 5",55.683581,37.704593,120178.0,10989.0,16.04,20.32,27.97,20.95,9.32,5.39,52.64,47.36,26.18,22.06,44.34,https://domclick.ru/card/sale__flat__2068483911
"улица Дунаевского, 4",55.742559,37.545492,152841.0,11077.0,9.62,18.17,26.43,22.45,13.99,9.33,51.9,48.1,25.36,24.78,42.57,https://domclick.ru/card/sale__flat__2068518613
"улица Дыбенко, 7/1",55.878344,37.479239,100548.0,10404.0,21.13,22.94,26.17,18.7,8.48,2.57,53.99,46.01,24.4,18.63,32.53,https://domclick.ru/card/sale__flat__2068544607
"улица Антонова-Овсеенко, 4",55.753443,37.54012,184948.0,13428.0,10.24,30.72,30.72,15.2,8.48,4.64,29.76,70.24,31.84,27.84,40.64,https://domclick.ru/card/sale__flat__2068584422
"Липецкая улица, 15 к1",55.58162,37.687233,88510.0,7718.0,9.84,20.94,31.3,22.95,8.72,6.26,50.45,49.55,31.59,20.42,43.37,https://domclick.ru/card/sale__flat__2068664522
"улица Свободы, 93",55.866866,37.443494,112370.0,11208.0,10.2,23.46,31.06,19.06,11.34,4.89,60.52,39.48,27.83,19.83,57.3,https://domclick.ru/card/sale__flat__2068706679
"Каширское шоссе, 65 к3",55.598683,37.725404,146951.0,12734.0,14.52,26.74,30.39,17.14,8.15,3.07,53.98,46.02,31.68,23.12,51.02,https://domclick.ru/card/sale__flat__2068741832
"улица Усадебный Парк, 1",55.568248,37.28763,111219.0,10317.0,18.0,33.04,28.27,12.63,6.11,1.94,61.41,38.59,26.38,15.73,49.38,https://domclick.ru/card/sale__flat__2068751726
"Ставропольский проезд, 3",55.676579,37.799587,89791.0,8950.0,15.0,22.41,28.87,19.94,10.16,3.61,60.59,39.41,24.69,14.34,43.78,https://domclick.ru/card/sale__flat__2068794834
"улица Крузенштерна, 9",55.753214,37.698645,147420.0,15389.0,16.36,25.34,31.25,16.02,7.79,3.24,58.93,41.07,25.69,17.41,45.7,https://domclick.ru/card/sale__flat__2068843658
"Волоколамское шоссе, 24 к2",55.812615,37.484864,61538.0,,4.89,7.18,25.29,24.14,22.99,15.52,40.8,59.2,25.0,20.11,30.46,https://domclick.ru/card/sale__flat__2068870556
"переулок Посланников, 11/14",55.770725,37.684081,99077.0,11322.0,37.57,22.26,19.5,12.13,5.88,2.66,60.57,39.43,18.29,18.11,29.66,https://domclick.ru/card/sale__flat__2068878263
"Хорошёвское шоссе, 80",55.778512,37.522881,121947.0,11139.0,18.59,26.5,26.86,16.61,8.18,3.26,62.95,37.05,23.77,19.29,43.45,https://domclick.ru/card/sale__flat__2068963066
"Ташкентская улица, 27 к2",55.699005,37.80921,111855.0,10123.0,11.09,25.25,28.46,18.77,11.62,4.81,53.37,46.63,33.47,24.58,46.56,https://domclick.ru/card/sale__flat__2068981264
"Лермонтовская улица, 1",55.803339,37.714739,116281.0,10189.0,9.65,18.67,30.36,20.62,13.16,7.55,49.57,50.43,24.06,20.56,42.46,https://domclick.ru/card/sale__flat__2068990409
"Производственная улица, 8 к2",55.645772,37.388954,130004.0,8047.0,13.49,21.21,30.36,19.66,10.71,4.57,47.42,52.58,30.49,23.7,41.88,https://domclick.ru/card/sale__flat__2069019168
"Можайское шоссе, 37",55.717787,37.415898,122671.0,9909.0,6.35,25.4,34.92,19.44,9.52,4.37,55.95,44.05,37.3,34.92,49.6,https://domclick.ru/card/sale__flat__2069032075
"Каширское шоссе, 65 к1",55.600757,37.725624,146899.0,11670.0,8.7,26.37,30.72,18.36,11.05,4.79,50.3,49.7,33.25,24.46,58.05,https://domclick.ru/card/sale__flat__2069037093
"улица Маршала Тухачевского, 25 к3",55.781682,37.475659,101998.0,7528.0,8.57,16.57,29.14,26.86,12.0,6.86,40.0,60.0,38.86,34.29,37.14,https://domclick.ru/card/sale__flat__2069085222
"5-я Парковая улица, 62Б",55.807743,37.789873,80347.0,9241.0,14.62,30.81,30.03,15.93,6.01,2.61,65.01,34.99,24.54,17.49,36.29,https://domclick.ru/card/sale__flat__2069088522
"Автозаводская улица, 26/1",55.705762,37.632327,180082.0,12740.0,9.16,26.98,36.79,17.26,8.05,1.76,73.23,26.77,28.79,20.58,89.63,https://domclick.ru/card/sale__flat__2069095896
"Тагильская улица, 2 к1",55.818833,37.750206,128184.0,9173.0,13.5,28.79,33.04,16.5,6.46,1.71,56.04,43.96,27.83,20.33,42.83,https://domclick.ru/card/sale__flat__2069120526
"Амурская улица, 62 к1",55.813082,37.791333,104111.0,9431.0,11.96,23.42,38.37,15.45,8.14,2.66,56.15,43.85,36.54,17.77,49.0,https://domclick.ru/card/sale__flat__2069129170
"улица Александры Монаховой, 95 к3",55.541765,37.492519,119762.0,12166.0,11.21,20.68,34.53,19.7,9.15,4.73,53.68,46.32,32.85,19.09,49.68,https://domclick.ru/card/sale__flat__2069135204
"Новослободская улица, 46",55.785929,37.595626,120549.0,11489.0,21.2,27.2,25.2,14.35,8.21,3.84,56.24,43.76,20.59,18.37,34.77,https://domclick.ru/card/sale__flat__2069165389
"Волоколамское шоссе, 71/22 к3",55.822214,37.435958,154829.0,11930.0,15.17,27.72,32.08,16.51,5.97,2.55,62.01,37.99,27.85,17.25,50.94,https://domclick.ru/card/sale__flat__2069246075
"2-я Брестская улица, 6",55.770896,37.591538,150545.0,11398.0,14.22,21.66,25.88,20.13,11.82,6.28,43.34,56.66,24.15,22.0,37.95,https://domclick.ru/card/sale__flat__2069277526
"Дмитровский проезд, 1",55.808938,37.578648,102039.0,10279.0,20.93,23.55,25.41,17.73,9.04,3.35,50.26,49.74,21.49,20.07,27.09,https://domclick.ru/card/sale__flat__2069321066
"Высокая улица, 1",55.44929,37.521097,114137.0,11883.0,10.14,19.13,33.18,23.74,9.34,4.47,58.94,41.06,33.73,20.83,71.79,https://domclick.ru/card/sale__flat__2069341630
"Флотская улица, 76",55.858857,37.513934,103421.0,9394.0,11.7,21.08,28.71,20.17,13.0,5.34,51.71,48.29,24.79,19.74,40.43,https://domclick.ru/card/sale__flat__2069360644
"Мосфильмовская улица, 98 к1 / улица Лобачевского, 124",55.698632,37.474517,133184.0,16666.0,20.78,26.62,30.43,14.4,6.18,1.58,68.89,31.11,20.29,13.99,46.0,https://domclick.ru/card/sale__flat__2069388248
"Мосфильмовская улица, 98 к2",55.698032,37.474448,133184.0,16666.0,20.78,26.62,30.43,14.4,6.18,1.58,68.89,31.11,20.29,13.99,46.0,https://domclick.ru/card/sale__flat__2069411446
"1-я улица Машиностроения, 10",55.714279,37.672894,111289.0,10501.0,19.03,25.74,26.97,17.12,8.02,3.13,62.1,37.9,21.71,16.18,32.51,https://domclick.ru/card/sale__flat__2069427623
"улица Генерала Глаголева, 5 к1",55.780189,37.460669,104197.0,11088.0,11.78,20.43,28.57,21.36,11.72,6.13,55.25,44.75,24.48,25.21,42.33,https://domclick.ru/card/sale__flat__2069455884
"улица Госпитальный Вал, 5 ст5",55.77426,37.709878,109974.0,11247.0,14.58,16.3,27.36,21.87,13.64,6.26,42.54,57.46,27.02,23.41,35.16,https://domclick.ru/card/sale__flat__2069467364
"Бачуринская улица, 13",55.57676,37.481655,113508.0,9464.0,17.88,27.57,29.67,14.48,7.59,2.81,57.79,42.21,21.32,14.72,34.18,https://domclick.ru/card/sale__flat__2069467402
"Малая Почтовая улица, 5/12 ст1",55.770949,37.685322,99077.0,11322.0,37.57,22.26,19.5,12.13,5.88,2.66,60.57,39.43,18.29,18.11,29.66,https://domclick.ru/card/sale__flat__2069470424
"Бирюлёвская улица, 45 к1",55.586352,37.667648,90498.0,9207.0,15.23,21.11,30.38,19.74,8.51,5.04,47.57,52.43,35.46,24.05,36.44,https://domclick.ru/card/sale__flat__2069493403
"Большая Почтовая улица, 18/20 к11",55.775036,37.691276,103284.0,13285.0,19.93,20.5,25.57,18.87,9.98,5.14,63.5,36.5,19.29,16.07,39.26,https://domclick.ru/card/sale__flat__2069515892
"улица Шолохова, 2",55.635615,37.35953,88718.0,8359.0,20.16,28.46,29.27,14.31,6.83,0.98,80.16,19.84,20.49,12.03,46.99,https://domclick.ru/card/sale__flat__2069551039
"3-я Хорошёвская улица, 19а",55.78476,37.496677,170925.0,15369.0,12.82,25.78,34.74,16.13,7.61,2.92,57.65,42.35,28.56,18.82,54.47,https://domclick.ru/card/sale__flat__2069564126
"улица Княжнина, 2",55.766371,37.706105,104234.0,10926.0,24.07,20.0,25.03,17.66,9.45,3.79,53.8,46.2,22.79,18.24,32.85,https://domclick.ru/card/sale__flat__2069571261
"Сколковское шоссе, 40 к2",55.700816,37.394036,119179.0,15421.0,13.93,26.78,31.72,18.18,6.72,2.67,73.32,26.68,18.97,11.36,49.01,https://domclick.ru/card/sale__flat__2069598329
"Корабельная улица, 17 к3",55.683579,37.697918,185020.0,11930.0,10.56,22.75,36.91,15.9,9.04,4.84,50.79,49.21,35.55,23.73,54.55,https://domclick.ru/card/sale__flat__2069603048
"Зеленоград, к1121",55.99654,37.179114,94909.0,10750.0,9.11,15.48,33.04,18.22,13.93,10.22,46.96,53.04,30.0,25.33,46.22,https://domclick.ru/card/sale__flat__2069617761
"улица Архитектора Щусева, 5 к2",55.69707,37.635343,161472.0,12196.0,13.0,23.77,39.35,15.97,5.66,2.26,67.6,32.4,25.96,13.35,49.91,https://domclick.ru/card/sale__flat__2069644625
"Скобелевская улица, 38",55.543597,37.556944,110625.0,10491.0,11.85,20.68,28.89,19.81,13.34,5.43,49.54,50.46,28.64,23.87,40.79,https://domclick.ru/card/sale__flat__2069653834
"Новоостаповская улица, 20",55.723913,37.686179,87144.0,10696.0,25.64,30.1,26.22,13.08,4.29,0.67,79.46,20.54,14.31,9.69,24.83,https://domclick.ru/card/sale__flat__2069660883
"Чукотский проезд, 4",55.867779,37.651866,115290.0,8021.0,8.84,17.23,35.37,19.27,12.24,7.03,50.57,49.43,34.92,26.3,49.21,https://domclick.ru/card/sale__flat__2069694846
"улица Героев Панфиловцев, 31",55.85608,37.415773,127078.0,10611.0,11.31,22.63,29.91,17.43,12.22,6.5,52.41,47.59,32.12,27.18,50.72,https://domclick.ru/card/sale__flat__2069745253
"Байкальская улица, 12 к2",55.815835,37.789246,115208.0,10780.0,10.94,23.85,31.77,19.67,10.19,3.58,68.89,31.11,22.74,17.45,53.3,https://domclick.ru/card/sale__flat__2069748832
"улица Правды, 5",55.784288,37.574893,126633.0,10722.0,14.45,22.34,27.93,19.0,10.81,5.47,57.95,42.05,23.01,21.21,44.34,https://domclick.ru/card/sale__flat__2069771524
"Привольная улица, 13 к1",55.699986,37.838433,97719.0,7788.0,5.6,21.98,29.31,12.93,15.95,14.22,46.55,53.45,37.5,31.03,54.74,https://domclick.ru/card/sale__flat__2069777259
"Беломорская улица, 13 к1",55.865437,37.473736,103670.0,10866.0,16.8,22.91,27.46,20.59,8.34,3.9,54.4,45.6,23.81,17.91,31.93,https://domclick.ru/card/sale__flat__2069796122
"Карамышевская набережная, 16 к1",55.771084,37.481361,98547.0,9635.0,12.13,22.0,29.47,19.74,9.94,6.72,56.89,43.11,22.34,19.6,42.08,https://domclick.ru/card/sale__flat__2069804810
"Елецкая улица, 9 к3",55.608508,37.735553,101198.0,9384.0,12.03,19.09,28.83,22.41,11.65,5.99,47.69,52.31,30.51,24.24,39.87,https://domclick.ru/card/sale__flat__2069804822
"улица Лобачевского, 100",55.68475,37.48146,94648.0,11142.0,25.0,22.51,24.53,17.89,6.52,3.55,60.9,39.1,21.21,16.47,32.23,https://domclick.ru/card/sale__flat__2069819613
"Солдатская улица, 3",55.765243,37.703179,104234.0,10926.0,24.07,20.0,25.03,17.66,9.45,3.79,53.8,46.2,22.79,18.24,32.85,https://domclick.ru/card/sale__flat__2069820293
"улица Красного Маяка, 26а",55.608121,37.576008,94911.0,9632.0,12.25,19.74,27.74,20.98,13.12,6.17,49.82,50.18,27.29,18.28,38.95,https://domclick.ru/card/sale__flat__2069825811
"Орликов переулок, 8",55.771501,37.649446,134778.0,11611.0,16.33,23.41,29.67,19.89,7.98,2.74,49.36,50.64,24.59,22.19,39.43,https://domclick.ru/card/sale__flat__2069841988
"Фитарёвская улица, 6",55.570599,37.487235,118018.0,9647.0,12.56,24.64,33.47,17.06,8.44,3.82,51.45,48.55,31.07,20.76,41.85,https://domclick.ru/card/sale__flat__2069856372
"улица Генерала Пилипенко, 1 к3",55.509209,37.337309,100111.0,7591.0,15.53,32.99,29.94,14.88,5.27,1.39,57.76,42.24,32.26,15.34,49.63,https://domclick.ru/card/sale__flat__2069857643
"улица Генерала Глаголева, 30 к5",55.788238,37.471205,118403.0,10068.0,10.75,20.5,32.58,20.27,9.97,5.93,51.18,48.82,28.69,19.17,42.9,https://domclick.ru/card/sale__flat__2069860707
"3-й Митинский переулок, 10",55.846624,37.350294,114255.0,10192.0,9.14,17.57,31.62,19.28,13.83,8.55,44.54,55.46,33.9,29.32,42.9,https://domclick.ru/card/sale__flat__2069866417
"улица Академика Королёва, 13 ст1",55.81882,37.619603,101977.0,9157.0,14.77,18.45,28.94,21.53,11.09,5.22,58.48,41.52,22.6,19.48,39.47,https://domclick.ru/card/sale__flat__2069910960
"Промышленный проезд, 4",55.742123,37.507683,139970.0,13058.0,13.56,24.19,33.58,19.19,7.4,2.09,52.14,47.86,26.8,22.63,40.25,https://domclick.ru/card/sale__flat__2069938605
"Солнцевский проспект, 12",55.651026,37.403668,120709.0,9621.0,5.34,14.96,31.12,24.73,16.23,7.63,43.18,56.82,33.67,30.93,46.9,https://domclick.ru/card/sale__flat__2069939072
"Снежная улица, 27 к1",55.856124,37.65242,101576.0,10292.0,17.03,22.68,25.92,18.89,10.52,4.96,51.09,48.91,24.41,20.09,28.83,https://domclick.ru/card/sale__flat__2069939553
"Зеленоградская улица, 17 к5",55.871663,37.499731,112625.0,10811.0,10.86,21.11,27.74,21.35,14.72,4.22,52.11,47.89,28.95,21.95,43.67,https://domclick.ru/card/sale__flat__2069942917
"Лихачёва проспект, 18 к5",55.687721,37.652247,143241.0,15675.0,16.15,26.95,32.52,15.07,7.67,1.65,69.93,30.07,19.61,15.52,48.1,https://domclick.ru/card/sale__flat__2069943391
"Ленинградское шоссе, 228 к4",55.932591,37.383678,107035.0,11089.0,15.05,32.05,29.21,15.0,6.66,2.04,61.07,38.93,26.14,15.53,44.7,https://domclick.ru/card/sale__flat__2069948444
"Волоколамское шоссе, 71 к1",55.82249,37.432214,135833.0,12628.0,16.62,27.77,32.41,15.16,5.87,2.17,69.34,30.66,23.73,14.13,40.03,https://domclick.ru/card/sale__flat__2069949491
"Башиловская улица, 23 к2",55.801485,37.573223,112914.0,10614.0,11.92,21.03,28.81,19.98,11.67,6.59,57.73,42.27,22.4,19.98,41.22,https://domclick.ru/card/sale__flat__2069949825
"улица Корнейчука, 46",55.895874,37.631604,97194.0,10505.0,9.77,19.51,29.51,25.36,9.97,5.89,56.79,43.21,27.16,21.39,49.52,https://domclick.ru/card/sale__flat__2069961173
"Большая Академическая улица, 35",55.831563,37.531245,111681.0,11206.0,6.66,17.08,30.4,20.67,14.32,10.87,42.57,57.43,30.25,24.43,41.12,https://domclick.ru/card/sale__flat__2069961842
"Новочеркасский бульвар, 36",55.646268,37.732976,95441.0,9666.0,8.6,15.71,34.22,21.96,11.46,8.05,48.97,51.03,29.06,24.36,39.42,https://domclick.ru/card/sale__flat__2069990370
"бульвар Дмитрия Донского, 12",55.566047,37.572538,121601.0,11936.0,13.67,25.01,31.46,16.12,9.33,4.41,56.46,43.54,32.33,23.44,53.58,https://domclick.ru/card/sale__flat__2070006783
"Большая Татарская улица, 30",55.738522,37.633953,152841.0,13257.0,13.61,22.83,28.64,20.33,10.01,4.58,56.63,43.37,22.91,20.96,45.6,https://domclick.ru/card/sale__flat__2070008727
"Шелепихинская набережная, 38 к5",55.767998,37.503782,130374.0,12741.0,14.59,26.61,36.48,16.74,5.58,,76.82,23.18,15.45,11.59,30.9,https://domclick.ru/card/sale__flat__2070019718
"Алтуфьевское шоссе, 78",55.892825,37.588813,106858.0,9589.0,9.68,15.78,27.45,26.12,12.97,8.0,43.36,56.64,27.87,23.14,36.24,https://domclick.ru/card/sale__flat__2070031984
"Рязанский проспект, 2/1 к3К",55.728144,37.738608,224451.0,10898.0,14.77,35.57,32.89,11.41,4.03,1.34,45.64,54.36,28.86,27.52,50.34,https://domclick.ru/card/sale__flat__2070042940
"улица Госпитальный Вал, 5 ст8",55.775065,37.707944,109974.0,11247.0,14.58,16.3,27.36,21.87,13.64,6.26,42.54,57.46,27.02,23.41,35.16,https://domclick.ru/card/sale__flat__2070051662
"Украинский бульвар, 3",55.749202,37.56676,137557.0,12840.0,15.08,23.91,27.38,17.07,10.9,5.66,55.4,44.6,21.74,18.96,42.03,https://domclick.ru/card/sale__flat__2070055695
"Ельнинская улица, 6",55.735628,37.429935,106871.0,10066.0,9.71,21.55,31.84,24.47,8.54,3.88,62.52,37.48,23.88,20.58,32.62,https://domclick.ru/card/sale__flat__2070072984
"Братеевская улица, 35 к3",55.637656,37.768587,96090.0,9688.0,10.0,18.72,32.3,21.11,11.07,6.79,48.48,51.52,30.12,21.77,40.66,https://domclick.ru/card/sale__flat__2070073162
"Нижегородская улица, 32 ст3",55.736979,37.690949,107852.0,10549.0,16.86,23.77,27.42,17.35,9.98,4.62,64.18,35.82,19.39,14.28,38.23,https://domclick.ru/card/sale__flat__2070075170
"Онежская улица, 12",55.849433,37.521551,104915.0,10211.0,12.87,20.34,27.47,20.36,12.79,6.16,56.9,43.1,21.73,21.44,42.4,https://domclick.ru/card/sale__flat__2070076069
"Шелепихинская набережная, 34 к4",55.764007,37.513396,149121.0,16798.0,22.12,28.91,28.6,13.04,5.32,2.02,67.15,32.85,20.98,14.76,49.66,https://domclick.ru/card/sale__flat__2070076844
"Золоторожский Вал улица, 8",55.752022,37.686132,159058.0,9243.0,10.42,20.83,27.08,31.25,6.25,4.17,89.58,10.42,10.42,29.17,62.5,https://domclick.ru/card/sale__flat__2070078167
"Куприна проспект, 34 к1",55.541084,37.456283,117764.0,11162.0,11.55,30.67,33.16,15.69,6.39,2.55,58.38,41.62,29.72,16.1,54.47,https://domclick.ru/card/sale__flat__2070081992
"улица Виктора Маслова, 2",55.717968,37.655203,124058.0,15762.0,12.72,26.3,31.5,18.06,8.38,3.03,74.28,25.72,17.77,11.85,47.69,https://domclick.ru/card/sale__flat__2070082516
"Тайнинская улица, 9 к1",55.881586,37.683637,117869.0,10377.0,12.63,19.3,29.03,21.15,11.38,6.51,47.82,52.18,32.91,25.23,41.86,https://domclick.ru/card/sale__flat__2070087571
"улица Перерва, 33",55.660017,37.743506,100962.0,10213.0,11.09,21.16,28.36,19.28,13.23,6.88,50.66,49.34,27.43,19.81,42.94,https://domclick.ru/card/sale__flat__2070091043
"Магнитогорская улица, 23",55.77597,37.832279,98944.0,10465.0,9.77,18.79,28.42,24.23,11.83,6.96,52.39,47.61,31.77,23.52,47.84,https://domclick.ru/card/sale__flat__2070092701
"Братеевская улица, 8 к4",55.630218,37.760692,108100.0,6176.0,,17.65,17.65,23.53,25.0,16.18,80.88,19.12,19.12,8.82,92.65,https://domclick.ru/card/sale__flat__2070093989
"Клинская улица, 14 к1",55.870849,37.495294,95079.0,10728.0,9.18,16.63,28.78,24.69,15.14,5.58,44.54,55.46,30.89,20.22,42.43,https://domclick.ru/card/sale__flat__2070111627
"Батайский проезд, 17",55.642762,37.716466,99085.0,9644.0,9.65,18.58,33.7,22.4,9.11,6.56,53.92,46.08,30.6,24.68,46.17,https://domclick.ru/card/sale__flat__2070114179
"улица Барышевская Роща, 24",55.504484,37.536539,108090.0,9913.0,11.45,19.74,37.73,16.9,9.16,5.02,43.29,56.71,38.06,21.7,43.08,https://domclick.ru/card/sale__flat__2070117296
"шоссе Энтузиастов, 86а к1",55.764408,37.798478,143612.0,17934.0,7.83,20.88,29.12,22.69,14.46,5.02,48.59,51.41,27.71,21.08,49.2,https://domclick.ru/card/sale__flat__2070134190
"улица Лобановский Лес, 13",55.592902,37.427338,113762.0,11516.0,20.26,30.78,27.18,14.83,5.4,1.55,66.04,33.96,21.63,11.89,42.63,https://domclick.ru/card/sale__flat__2070145740
"Севастопольский проспект, 7/6 к1",55.69028,37.612211,159782.0,17430.0,16.07,42.86,21.43,12.5,7.14,,71.43,28.57,21.43,14.29,42.86,https://domclick.ru/card/sale__flat__2070149988
"1-я Аэропортовская улица, 6",55.801167,37.536778,124990.0,12059.0,14.05,20.65,27.08,20.76,11.32,6.13,46.58,53.42,24.37,22.82,35.69,https://domclick.ru/card/sale__flat__2070159132
